file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,174,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,15
style.css,175,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,17
style.css,176,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,17
style.css,177,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,0
style.css,178,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,0
style.css,179,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,8
style.css,180,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,13
style.css,181,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,60
style.css,182,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,8
style.css,183,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,22
style.css,184,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,13
style.css,185,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,18
style.css,186,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,7
style.css,187,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,0
style.css,188,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,0
style.css,189,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,14
style.css,190,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,13
style.css,191,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,19
style.css,192,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,10
style.css,193,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,0
style.css,194,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,0
style.css,195,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,8
style.css,196,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,11
style.css,197,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,12
style.css,198,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,19
style.css,199,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,30
style.css,200,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,20
style.css,201,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,18
style.css,202,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,0
style.css,203,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,0
style.css,204,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,18
style.css,205,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,13
